target_id,pdb,chain,method,split,protein_length,site_size,total_candidate_count,qualifying_candidate_exists,best_qualifying_rank,number_of_qualifying_candidates,best_jaccard,best_centroid_distance,candidate_density,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20
4qvkB,4qvk,B,ifsitepred,test,235,21,26,1,1,4,0.375,,0.11063829787234042,1,1,1,1,1
4qvkB,4qvk,B,lacuna,test,235,21,20,1,1,2,0.625,,0.0851063829787234,1,1,1,1,1
4r0xA,4r0x,A,fpocket,test,122,21,7,1,1,2,0.524,,0.05737704918032787,1,1,1,1,1
4r0xA,4r0x,A,p2rank,test,122,21,1,1,1,1,0.5,,0.00819672131147541,1,1,1,1,1
4r0xA,4r0x,A,ifsitepred,test,122,21,10,1,1,1,0.571,,0.08196721311475409,1,1,1,1,1
4r0xA,4r0x,A,lacuna,test,122,21,2,1,1,1,0.591,,0.01639344262295082,1,1,1,1,1
4r1mC,4r1m,C,fpocket,train,431,18,27,1,24,1,0.314,,0.06264501160092807,0,0,0,0,0
4r1mC,4r1m,C,p2rank,train,431,18,9,1,7,1,0.308,,0.02088167053364269,0,0,0,1,1
4r1mC,4r1m,C,ifsitepred,train,431,18,40,1,1,1,0.433,,0.09280742459396751,1,1,1,1,1
4r1mC,4r1m,C,lacuna,train,431,18,35,1,15,1,0.265,,0.08120649651972157,0,0,0,0,1
4r40D,4r40,D,fpocket,train,124,7,7,0,,0,0.231,,0.056451612903225805,0,0,0,0,0
4r40D,4r40,D,p2rank,train,124,7,4,1,2,1,0.25,,0.03225806451612903,0,1,1,1,1
4r40D,4r40,D,ifsitepred,train,124,7,5,1,5,1,0.25,,0.04032258064516129,0,0,1,1,1
4r40D,4r40,D,lacuna,train,124,7,5,0,,0,0.192,,0.04032258064516129,0,0,0,0,0
4r7tC,4r7t,C,fpocket,train,264,19,22,1,8,1,0.737,,0.08333333333333333,0,0,0,1,1
4r7tC,4r7t,C,p2rank,train,264,19,5,1,1,1,0.486,,0.01893939393939394,1,1,1,1,1
4r7tC,4r7t,C,ifsitepred,train,264,19,28,1,3,3,0.368,,0.10606060606060606,0,1,1,1,1
4r7tC,4r7t,C,lacuna,train,264,19,20,1,1,2,0.52,,0.07575757575757576,1,1,1,1,1
4rf5A,4rf5,A,fpocket,train,251,7,10,1,1,1,0.261,,0.0398406374501992,1,1,1,1,1
4rf5A,4rf5,A,p2rank,train,251,7,2,0,,0,0.171,,0.00796812749003984,0,0,0,0,0
4rf5A,4rf5,A,ifsitepred,train,251,7,36,1,2,3,0.455,,0.14342629482071714,0,1,1,1,1
4rf5A,4rf5,A,lacuna,train,251,7,12,1,4,1,0.292,,0.04780876494023904,0,0,1,1,1
4rieB,4rie,B,fpocket,train,351,21,21,1,4,2,0.571,,0.05982905982905983,0,0,1,1,1
4rieB,4rie,B,p2rank,train,351,21,5,1,2,1,0.552,,0.014245014245014245,0,1,1,1,1
4rieB,4rie,B,ifsitepred,train,351,21,57,1,37,1,0.261,,0.1623931623931624,0,0,0,0,0
4rieB,4rie,B,lacuna,train,351,21,29,1,4,2,0.393,,0.08262108262108261,0,0,1,1,1
4rjzA,4rjz,A,fpocket,train,382,10,30,1,11,1,0.4,,0.07853403141361257,0,0,0,0,1
4rjzA,4rjz,A,p2rank,train,382,10,10,1,1,2,0.5,,0.02617801047120419,1,1,1,1,1
4rjzA,4rjz,A,ifsitepred,train,382,10,17,1,1,7,0.5,,0.04450261780104712,1,1,1,1,1
4rjzA,4rjz,A,lacuna,train,382,10,15,1,1,3,0.438,,0.03926701570680628,1,1,1,1,1
4rksA,4rks,A,fpocket,train,317,15,23,0,,0,0.176,,0.07255520504731862,0,0,0,0,0
4rksA,4rks,A,p2rank,train,317,15,6,0,,0,0.163,,0.01892744479495268,0,0,0,0,0
4rksA,4rks,A,ifsitepred,train,317,15,20,1,12,1,0.375,,0.06309148264984227,0,0,0,0,1
4rksA,4rks,A,lacuna,train,317,15,20,1,4,1,0.464,,0.06309148264984227,0,0,1,1,1
4rpiD,4rpi,D,fpocket,train,195,14,13,0,,0,0.136,,0.06666666666666667,0,0,0,0,0
4rpiD,4rpi,D,p2rank,train,195,14,4,1,2,1,0.278,,0.020512820512820513,0,1,1,1,1
4rpiD,4rpi,D,ifsitepred,train,195,14,31,0,,0,0.133,,0.15897435897435896,0,0,0,0,0
4rpiD,4rpi,D,lacuna,train,195,14,14,1,12,1,0.28,,0.07179487179487179,0,0,0,0,1
4rvsA,4rvs,A,fpocket,train,329,35,21,0,,0,0.216,,0.06382978723404255,0,0,0,0,0
4rvsA,4rvs,A,p2rank,train,329,35,8,1,1,1,0.353,,0.0243161094224924,1,1,1,1,1
4rvsA,4rvs,A,ifsitepred,train,329,35,31,0,,0,0.179,,0.09422492401215805,0,0,0,0,0
4rvsA,4rvs,A,lacuna,train,329,35,27,1,1,4,0.541,,0.08206686930091185,1,1,1,1,1
4rvtB,4rvt,B,fpocket,test,297,26,22,1,9,1,0.333,,0.07407407407407407,0,0,0,1,1
4rvtB,4rvt,B,p2rank,test,297,26,10,1,1,1,0.302,,0.03367003367003367,1,1,1,1,1
4rvtB,4rvt,B,ifsitepred,test,297,26,32,0,,0,0.231,,0.10774410774410774,0,0,0,0,0
4rvtB,4rvt,B,lacuna,test,297,26,29,1,2,1,0.344,,0.09764309764309764,0,1,1,1,1
4tqrA,4tqr,A,fpocket,train,342,6,22,0,,0,0.2,,0.06432748538011696,0,0,0,0,0
4tqrA,4tqr,A,p2rank,train,342,6,5,0,,0,0.0,,0.014619883040935672,0,0,0,0,0
4tqrA,4tqr,A,ifsitepred,train,342,6,38,0,,0,0.125,,0.1111111111111111,0,0,0,0,0
4tqrA,4tqr,A,lacuna,train,342,6,23,1,7,2,0.714,,0.06725146198830409,0,0,0,1,1
4trmE,4trm,E,fpocket,train,266,20,16,1,9,1,0.293,,0.06015037593984962,0,0,0,1,1
4trmE,4trm,E,p2rank,train,266,20,4,1,1,1,0.351,,0.015037593984962405,1,1,1,1,1
4trmE,4trm,E,ifsitepred,train,266,20,25,1,25,1,0.3,,0.09398496240601503,0,0,0,0,0
4trmE,4trm,E,lacuna,train,266,20,20,1,1,4,0.438,,0.07518796992481203,1,1,1,1,1
4tsnA,4tsn,A,fpocket,train,178,3,9,0,,0,0.0,,0.05056179775280899,0,0,0,0,0
4tsnA,4tsn,A,p2rank,train,178,3,4,0,,0,0.2,,0.02247191011235955,0,0,0,0,0
4tsnA,4tsn,A,ifsitepred,train,178,3,22,0,,0,0.0,,0.12359550561797752,0,0,0,0,0
4tsnA,4tsn,A,lacuna,train,178,3,7,0,,0,0.04,,0.03932584269662921,0,0,0,0,0
4ttpA,4ttp,A,fpocket,test,201,16,15,0,,0,0.2,,0.07462686567164178,0,0,0,0,0
4ttpA,4ttp,A,p2rank,test,201,16,4,1,3,1,0.412,,0.01990049751243781,0,1,1,1,1
4ttpA,4ttp,A,ifsitepred,test,201,16,42,1,8,2,0.312,,0.208955223880597,0,0,0,1,1
4ttpA,4ttp,A,lacuna,test,201,16,13,1,3,1,0.444,,0.06467661691542288,0,1,1,1,1
4twiA,4twi,A,fpocket,train,244,24,14,1,1,2,0.375,,0.05737704918032787,1,1,1,1,1
4twiA,4twi,A,p2rank,train,244,24,4,1,1,2,0.417,,0.01639344262295082,1,1,1,1,1
4twiA,4twi,A,ifsitepred,train,244,24,30,1,1,3,0.296,,0.12295081967213115,1,1,1,1,1
4twiA,4twi,A,lacuna,train,244,24,19,1,1,2,0.368,,0.0778688524590164,1,1,1,1,1
4tyvA,4tyv,A,fpocket,train,548,7,28,1,4,1,0.278,,0.051094890510948905,0,0,1,1,1
4tyvA,4tyv,A,p2rank,train,548,7,10,1,1,1,0.412,,0.01824817518248175,1,1,1,1,1
4tyvA,4tyv,A,ifsitepred,train,548,7,18,1,2,4,0.571,,0.032846715328467155,0,1,1,1,1
4tyvA,4tyv,A,lacuna,train,548,7,8,0,,0,0.24,,0.014598540145985401,0,0,0,0,0
4u0mB,4u0m,B,fpocket,train,388,17,31,1,4,2,0.368,,0.07989690721649484,0,0,1,1,1
4u0mB,4u0m,B,p2rank,train,388,17,6,0,,0,0.174,,0.015463917525773196,0,0,0,0,0
4u0mB,4u0m,B,ifsitepred,train,388,17,22,0,,0,0.048,,0.05670103092783505,0,0,0,0,0
4u0mB,4u0m,B,lacuna,train,388,17,33,1,10,1,0.312,,0.08505154639175258,0,0,0,1,1
4uc8A,4uc8,A,fpocket,test,222,3,16,0,,0,0.091,,0.07207207207207207,0,0,0,0,0
4uc8A,4uc8,A,p2rank,test,222,3,6,0,,0,0.1,,0.02702702702702703,0,0,0,0,0
4uc8A,4uc8,A,ifsitepred,test,222,3,0,0,,0,0.0,,0.0,0,0,0,0,0
4uc8A,4uc8,A,lacuna,test,222,3,18,0,,0,0.091,,0.08108108108108109,0,0,0,0,0
4ud4B,4ud4,B,fpocket,train,317,16,25,1,1,1,0.333,,0.07886435331230283,1,1,1,1,1
4ud4B,4ud4,B,p2rank,train,317,16,8,1,1,1,0.3,,0.025236593059936908,1,1,1,1,1
4ud4B,4ud4,B,ifsitepred,train,317,16,24,1,2,5,0.312,,0.07570977917981073,0,1,1,1,1
4ud4B,4ud4,B,lacuna,train,317,16,25,1,8,1,0.344,,0.07886435331230283,0,0,0,1,1
4uumA,4uum,A,fpocket,test,334,34,27,1,26,1,0.417,,0.08083832335329341,0,0,0,0,0
4uumA,4uum,A,p2rank,test,334,34,9,1,1,1,0.531,,0.02694610778443114,1,1,1,1,1
4uumA,4uum,A,ifsitepred,test,334,34,27,0,,0,0.235,,0.08083832335329341,0,0,0,0,0
4uumA,4uum,A,lacuna,test,334,34,9,1,1,3,0.541,,0.02694610778443114,1,1,1,1,1
4wbhA,4wbh,A,fpocket,train,347,8,33,1,7,1,0.5,,0.09510086455331412,0,0,0,1,1
4wbhA,4wbh,A,p2rank,train,347,8,8,0,,0,0.0,,0.023054755043227664,0,0,0,0,0
4wbhA,4wbh,A,ifsitepred,train,347,8,27,0,,0,0.0,,0.07780979827089338,0,0,0,0,0
4wbhA,4wbh,A,lacuna,train,347,8,28,0,,0,0.091,,0.08069164265129683,0,0,0,0,0
4wjxA,4wjx,A,fpocket,train,369,19,24,1,1,1,0.405,,0.06504065040650407,1,1,1,1,1
4wjxA,4wjx,A,p2rank,train,369,19,7,1,1,1,0.39,,0.018970189701897018,1,1,1,1,1
4wjxA,4wjx,A,ifsitepred,train,369,19,21,1,1,5,0.3,,0.056910569105691054,1,1,1,1,1
4wjxA,4wjx,A,lacuna,train,369,19,21,1,1,5,0.37,,0.056910569105691054,1,1,1,1,1
4x1oA,4x1o,A,fpocket,train,219,24,11,1,1,2,0.68,,0.0502283105022831,1,1,1,1,1
4x1oA,4x1o,A,p2rank,train,219,24,5,1,1,1,0.643,,0.0228310502283105,1,1,1,1,1
4x1oA,4x1o,A,ifsitepred,train,219,24,21,1,1,3,0.481,,0.0958904109589041,1,1,1,1,1
4x1oA,4x1o,A,lacuna,train,219,24,15,1,1,4,0.605,,0.0684931506849315,1,1,1,1,1
4xbxB,4xbx,B,fpocket,train,145,12,11,1,1,1,0.45,,0.07586206896551724,1,1,1,1,1
4xbxB,4xbx,B,p2rank,train,145,12,1,1,1,1,0.417,,0.006896551724137931,1,1,1,1,1
4xbxB,4xbx,B,ifsitepred,train,145,12,11,1,2,1,0.467,,0.07586206896551724,0,1,1,1,1
4xbxB,4xbx,B,lacuna,train,145,12,7,1,1,1,0.306,,0.04827586206896552,1,1,1,1,1
4xg2A,4xg2,A,fpocket,train,259,26,22,1,6,1,0.484,,0.08494208494208494,0,0,0,1,1
4xg2A,4xg2,A,p2rank,train,259,26,9,1,1,1,0.517,,0.03474903474903475,1,1,1,1,1
4xg2A,4xg2,A,ifsitepred,train,259,26,30,1,1,2,0.321,,0.11583011583011583,1,1,1,1,1
4xg2A,4xg2,A,lacuna,train,259,26,18,1,1,3,0.5,,0.0694980694980695,1,1,1,1,1
4xmqB,4xmq,B,fpocket,train,254,14,20,1,5,2,0.5,,0.07874015748031496,0,0,1,1,1
4xmqB,4xmq,B,p2rank,train,254,14,7,1,1,1,0.524,,0.027559055118110236,1,1,1,1,1
4xmqB,4xmq,B,ifsitepred,train,254,14,18,1,2,3,0.438,,0.07086614173228346,0,1,1,1,1
4xmqB,4xmq,B,lacuna,train,254,14,23,1,1,2,0.579,,0.09055118110236221,1,1,1,1,1
4xrgA,4xrg,A,fpocket,train,474,10,28,0,,0,0.0,,0.05907172995780591,0,0,0,0,0
4xrgA,4xrg,A,p2rank,train,474,10,8,0,,0,0.143,,0.016877637130801686,0,0,0,0,0
4xrgA,4xrg,A,ifsitepred,train,474,10,10,0,,0,0.0,,0.02109704641350211,0,0,0,0,0
4xrgA,4xrg,A,lacuna,train,474,10,15,0,,0,0.0,,0.03164556962025317,0,0,0,0,0
4xv1B,4xv1,B,fpocket,train,249,23,23,1,19,1,0.531,,0.09236947791164658,0,0,0,0,1
4xv1B,4xv1,B,p2rank,train,249,23,6,1,1,1,0.615,,0.024096385542168676,1,1,1,1,1
4xv1B,4xv1,B,ifsitepred,train,249,23,31,1,1,2,0.478,,0.12449799196787148,1,1,1,1,1
4xv1B,4xv1,B,lacuna,train,249,23,18,1,1,2,0.606,,0.07228915662650602,1,1,1,1,1
4xzpA,4xzp,A,fpocket,train,148,8,9,1,2,1,0.667,,0.060810810810810814,0,1,1,1,1
4xzpA,4xzp,A,p2rank,train,148,8,1,1,1,1,0.318,,0.006756756756756757,1,1,1,1,1
4xzpA,4xzp,A,ifsitepred,train,148,8,14,1,2,4,0.75,,0.0945945945945946,0,1,1,1,1
4xzpA,4xzp,A,lacuna,train,148,8,9,1,1,1,0.25,,0.060810810810810814,1,1,1,1,1
4ydrA,4ydr,A,fpocket,train,304,30,19,1,1,2,0.378,,0.0625,1,1,1,1,1
4ydrA,4ydr,A,p2rank,train,304,30,6,1,1,2,0.375,,0.019736842105263157,1,1,1,1,1
4ydrA,4ydr,A,ifsitepred,train,304,30,24,1,1,1,0.25,,0.07894736842105263,1,1,1,1,1
4ydrA,4ydr,A,lacuna,train,304,30,24,1,1,2,0.436,,0.07894736842105263,1,1,1,1,1
4yegA,4yeg,A,fpocket,train,266,15,21,1,15,1,0.444,,0.07894736842105263,0,0,0,0,1
4yegA,4yeg,A,p2rank,train,266,15,9,1,4,2,0.5,,0.03383458646616541,0,0,1,1,1
4yegA,4yeg,A,ifsitepred,train,266,15,34,1,3,2,0.6,,0.12781954887218044,0,1,1,1,1
4yegA,4yeg,A,lacuna,train,266,15,24,1,1,4,0.4,,0.09022556390977443,1,1,1,1,1
4yynA,4yyn,A,fpocket,train,130,2,8,0,,0,0.143,,0.06153846153846154,0,0,0,0,0
4yynA,4yyn,A,p2rank,train,130,2,2,0,,0,0.062,,0.015384615384615385,0,0,0,0,0
4yynA,4yyn,A,ifsitepred,train,130,2,2,0,,0,0.091,,0.015384615384615385,0,0,0,0,0
4yynA,4yyn,A,lacuna,train,130,2,2,0,,0,0.033,,0.015384615384615385,0,0,0,0,0
4z49A,4z49,A,fpocket,train,262,19,18,1,15,1,0.368,,0.06870229007633588,0,0,0,0,1
4z49A,4z49,A,p2rank,train,262,19,6,1,1,1,0.5,,0.022900763358778626,1,1,1,1,1
4z49A,4z49,A,ifsitepred,train,262,19,20,1,1,2,0.3,,0.07633587786259542,1,1,1,1,1
4z49A,4z49,A,lacuna,train,262,19,18,1,1,2,0.522,,0.06870229007633588,1,1,1,1,1
4z4lA,4z4l,A,fpocket,train,392,6,23,1,15,1,0.273,,0.058673469387755105,0,0,0,0,1
4z4lA,4z4l,A,p2rank,train,392,6,8,0,,0,0.222,,0.02040816326530612,0,0,0,0,0
4z4lA,4z4l,A,ifsitepred,train,392,6,28,1,8,5,0.429,,0.07142857142857142,0,0,0,1,1
4z4lA,4z4l,A,lacuna,train,392,6,29,1,1,1,0.308,,0.07397959183673469,1,1,1,1,1
4z7cA,4z7c,A,fpocket,train,324,17,20,1,8,1,0.308,,0.06172839506172839,0,0,0,1,1
4z7cA,4z7c,A,p2rank,train,324,17,6,1,2,1,0.32,,0.018518518518518517,0,1,1,1,1
4z7cA,4z7c,A,ifsitepred,train,324,17,26,1,8,1,0.412,,0.08024691358024691,0,0,0,1,1
4z7cA,4z7c,A,lacuna,train,324,17,23,1,2,3,0.273,,0.07098765432098765,0,1,1,1,1
4zcsA,4zcs,A,fpocket,train,141,4,10,0,,0,0.0,,0.07092198581560284,0,0,0,0,0
4zcsA,4zcs,A,p2rank,train,141,4,1,0,,0,0.0,,0.0070921985815602835,0,0,0,0,0
4zcsA,4zcs,A,ifsitepred,train,141,4,14,0,,0,0.0,,0.09929078014184398,0,0,0,0,0
4zcsA,4zcs,A,lacuna,train,141,4,5,0,,0,0.0,,0.03546099290780142,0,0,0,0,0
4zm7A,4zm7,A,fpocket,test,180,7,5,0,,0,0.0,,0.027777777777777776,0,0,0,0,0
4zm7A,4zm7,A,p2rank,test,180,7,4,1,1,1,0.353,,0.022222222222222223,1,1,1,1,1
4zm7A,4zm7,A,ifsitepred,test,180,7,20,1,1,4,0.5,,0.1111111111111111,1,1,1,1,1
4zm7A,4zm7,A,lacuna,test,180,7,3,0,,0,0.0,,0.016666666666666666,0,0,0,0,0
5a03A,5a03,A,fpocket,train,335,9,23,0,,0,0.105,,0.06865671641791045,0,0,0,0,0
5a03A,5a03,A,p2rank,train,335,9,6,0,,0,0.059,,0.01791044776119403,0,0,0,0,0
5a03A,5a03,A,ifsitepred,train,335,9,24,0,,0,0.0,,0.07164179104477612,0,0,0,0,0
5a03A,5a03,A,lacuna,train,335,9,14,0,,0,0.042,,0.041791044776119404,0,0,0,0,0
5acvB,5acv,B,fpocket,test,233,4,9,0,,0,0.19,,0.03862660944206009,0,0,0,0,0
5acvB,5acv,B,p2rank,test,233,4,5,0,,0,0.167,,0.02145922746781116,0,0,0,0,0
5acvB,5acv,B,ifsitepred,test,233,4,8,1,1,4,0.4,,0.034334763948497854,1,1,1,1,1
5acvB,5acv,B,lacuna,test,233,4,3,0,,0,0.2,,0.012875536480686695,0,0,0,0,0
5ae0A,5ae0,A,fpocket,train,217,3,15,0,,0,0.111,,0.06912442396313365,0,0,0,0,0
5ae0A,5ae0,A,p2rank,train,217,3,8,1,5,1,0.25,,0.03686635944700461,0,0,1,1,1
5ae0A,5ae0,A,ifsitepred,train,217,3,18,0,,0,0.0,,0.08294930875576037,0,0,0,0,0
5ae0A,5ae0,A,lacuna,train,217,3,10,0,,0,0.067,,0.04608294930875576,0,0,0,0,0
5ajoA,5ajo,A,fpocket,train,495,8,30,1,24,1,0.25,,0.06060606060606061,0,0,0,0,0
5ajoA,5ajo,A,p2rank,train,495,8,7,0,,0,0.222,,0.014141414141414142,0,0,0,0,0
5ajoA,5ajo,A,ifsitepred,train,495,8,46,1,7,6,0.625,,0.09292929292929293,0,0,0,1,1
5ajoA,5ajo,A,lacuna,train,495,8,39,1,16,1,0.273,,0.07878787878787878,0,0,0,0,1
5ar2B,5ar2,B,fpocket,train,285,27,22,1,2,1,0.471,,0.07719298245614035,0,1,1,1,1
5ar2B,5ar2,B,p2rank,train,285,27,7,1,1,1,0.5,,0.02456140350877193,1,1,1,1,1
5ar2B,5ar2,B,ifsitepred,train,285,27,35,1,2,2,0.367,,0.12280701754385964,0,1,1,1,1
5ar2B,5ar2,B,lacuna,train,285,27,32,1,1,4,0.514,,0.11228070175438597,1,1,1,1,1
5azqA,5azq,A,fpocket,train,153,6,14,1,7,1,0.273,,0.0915032679738562,0,0,0,1,1
5azqA,5azq,A,p2rank,train,153,6,4,0,,0,0.0,,0.026143790849673203,0,0,0,0,0
5azqA,5azq,A,ifsitepred,train,153,6,22,0,,0,0.1,,0.1437908496732026,0,0,0,0,0
5azqA,5azq,A,lacuna,train,153,6,14,0,,0,0.217,,0.0915032679738562,0,0,0,0,0
5b0eB,5b0e,B,fpocket,test,104,13,7,1,4,1,0.438,,0.0673076923076923,0,0,1,1,1
5b0eB,5b0e,B,p2rank,test,104,13,3,1,1,1,0.429,,0.028846153846153848,1,1,1,1,1
5b0eB,5b0e,B,ifsitepred,test,104,13,20,1,1,2,0.385,,0.19230769230769232,1,1,1,1,1
5b0eB,5b0e,B,lacuna,test,104,13,6,1,2,2,0.385,,0.057692307692307696,0,1,1,1,1
5bcaA,5bca,A,fpocket,train,516,12,31,1,5,1,0.444,,0.060077519379844964,0,0,1,1,1
5bcaA,5bca,A,p2rank,train,516,12,17,1,1,1,0.297,,0.03294573643410853,1,1,1,1,1
5bcaA,5bca,A,ifsitepred,train,516,12,35,1,7,4,0.5,,0.06782945736434108,0,0,0,1,1
5bcaA,5bca,A,lacuna,train,516,12,36,0,,0,0.184,,0.06976744186046512,0,0,0,0,0
5c74A,5c74,A,fpocket,train,211,24,14,1,7,2,0.462,,0.06635071090047394,0,0,0,1,1
5c74A,5c74,A,p2rank,train,211,24,6,1,1,2,0.455,,0.02843601895734597,1,1,1,1,1
5c74A,5c74,A,ifsitepred,train,211,24,33,1,7,1,0.25,,0.15639810426540285,0,0,0,1,1
5c74A,5c74,A,lacuna,train,211,24,13,1,1,1,0.69,,0.061611374407582936,1,1,1,1,1
5caaA,5caa,A,fpocket,train,137,11,9,1,4,2,0.467,,0.06569343065693431,0,0,1,1,1
5caaA,5caa,A,p2rank,train,137,11,2,1,1,1,0.556,,0.014598540145985401,1,1,1,1,1
5caaA,5caa,A,ifsitepred,train,137,11,21,1,1,4,0.5,,0.15328467153284672,1,1,1,1,1
5caaA,5caa,A,lacuna,train,137,11,9,1,1,1,0.278,,0.06569343065693431,1,1,1,1,1
5caeB,5cae,B,fpocket,train,393,19,23,1,11,1,0.35,,0.058524173027989825,0,0,0,0,1
5caeB,5cae,B,p2rank,train,393,19,12,1,2,2,0.45,,0.030534351145038167,0,1,1,1,1
5caeB,5cae,B,ifsitepred,train,393,19,52,1,9,1,0.316,,0.13231552162849872,0,0,0,1,1
5caeB,5cae,B,lacuna,train,393,19,27,0,,0,0.214,,0.06870229007633588,0,0,0,0,0
5cazA,5caz,A,fpocket,test,161,3,11,0,,0,0.0,,0.06832298136645963,0,0,0,0,0
5cazA,5caz,A,p2rank,test,161,3,4,1,3,1,0.4,,0.024844720496894408,0,1,1,1,1
5cazA,5caz,A,ifsitepred,test,161,3,0,0,,0,0.0,,0.0,0,0,0,0,0
5cazA,5caz,A,lacuna,test,161,3,9,0,,0,0.095,,0.055900621118012424,0,0,0,0,0
5ck1A,5ck1,A,fpocket,train,584,7,44,1,21,1,0.667,,0.07534246575342465,0,0,0,0,0
5ck1A,5ck1,A,p2rank,train,584,7,24,1,11,1,0.667,,0.0410958904109589,0,0,0,0,1
5ck1A,5ck1,A,ifsitepred,train,584,7,24,1,2,7,0.625,,0.0410958904109589,0,1,1,1,1
5ck1A,5ck1,A,lacuna,train,584,7,47,0,,0,0.077,,0.08047945205479452,0,0,0,0,0
5csqA,5csq,A,fpocket,train,173,6,12,0,,0,0.167,,0.06936416184971098,0,0,0,0,0
5csqA,5csq,A,p2rank,train,173,6,4,0,,0,0.083,,0.023121387283236993,0,0,0,0,0
5csqA,5csq,A,ifsitepred,train,173,6,6,0,,0,0.0,,0.03468208092485549,0,0,0,0,0
5csqA,5csq,A,lacuna,train,173,6,10,0,,0,0.2,,0.057803468208092484,0,0,0,0,0
5ct4B,5ct4,B,fpocket,train,180,6,9,0,,0,0.154,,0.05,0,0,0,0,0
5ct4B,5ct4,B,p2rank,train,180,6,3,0,,0,0.0,,0.016666666666666666,0,0,0,0,0
5ct4B,5ct4,B,ifsitepred,train,180,6,14,1,6,1,0.375,,0.07777777777777778,0,0,0,1,1
5ct4B,5ct4,B,lacuna,train,180,6,3,0,,0,0.111,,0.016666666666666666,0,0,0,0,0
5cxgD,5cxg,D,fpocket,train,176,21,10,1,1,2,0.379,,0.056818181818181816,1,1,1,1,1
5cxgD,5cxg,D,p2rank,train,176,21,5,1,1,1,0.417,,0.028409090909090908,1,1,1,1,1
5cxgD,5cxg,D,ifsitepred,train,176,21,10,1,1,2,0.364,,0.056818181818181816,1,1,1,1,1
5cxgD,5cxg,D,lacuna,train,176,21,14,1,1,4,0.327,,0.07954545454545454,1,1,1,1,1
5cxyB,5cxy,B,fpocket,train,292,4,23,1,6,1,0.333,,0.07876712328767123,0,0,0,1,1
5cxyB,5cxy,B,p2rank,train,292,4,10,0,,0,0.083,,0.03424657534246575,0,0,0,0,0
5cxyB,5cxy,B,ifsitepred,train,292,4,27,1,5,4,0.6,,0.09246575342465753,0,0,1,1,1
5cxyB,5cxy,B,lacuna,train,292,4,25,0,,0,0.15,,0.08561643835616438,0,0,0,0,0
5d27A,5d27,A,fpocket,train,154,10,14,1,4,1,0.7,,0.09090909090909091,0,0,1,1,1
5d27A,5d27,A,p2rank,train,154,10,4,1,1,2,0.727,,0.025974025974025976,1,1,1,1,1
5d27A,5d27,A,ifsitepred,train,154,10,15,1,1,8,0.5,,0.09740259740259741,1,1,1,1,1
5d27A,5d27,A,lacuna,train,154,10,11,1,1,2,0.5,,0.07142857142857142,1,1,1,1,1
5dcwA,5dcw,A,fpocket,train,358,13,28,1,1,1,0.306,,0.0782122905027933,1,1,1,1,1
5dcwA,5dcw,A,p2rank,train,358,13,10,1,1,1,0.25,,0.027932960893854747,1,1,1,1,1
5dcwA,5dcw,A,ifsitepred,train,358,13,31,1,1,2,0.333,,0.08659217877094973,1,1,1,1,1
5dcwA,5dcw,A,lacuna,train,358,13,25,1,5,1,0.29,,0.06983240223463687,0,0,1,1,1
5ddtB,5ddt,B,fpocket,train,232,19,11,1,1,1,0.407,,0.04741379310344827,1,1,1,1,1
5ddtB,5ddt,B,p2rank,train,232,19,5,1,1,1,0.417,,0.021551724137931036,1,1,1,1,1
5ddtB,5ddt,B,ifsitepred,train,232,19,13,1,2,1,0.4,,0.05603448275862069,0,1,1,1,1
5ddtB,5ddt,B,lacuna,train,232,19,12,1,3,2,0.412,,0.05172413793103448,0,1,1,1,1
5dovB,5dov,B,fpocket,train,338,31,20,1,3,1,0.625,,0.05917159763313609,0,1,1,1,1
5dovB,5dov,B,p2rank,train,338,31,10,1,1,1,0.65,,0.029585798816568046,1,1,1,1,1
5dovB,5dov,B,ifsitepred,train,338,31,24,1,2,2,0.324,,0.07100591715976332,0,1,1,1,1
5dovB,5dov,B,lacuna,train,338,31,17,1,1,4,0.515,,0.05029585798816568,1,1,1,1,1
5duoC,5duo,C,fpocket,train,149,21,9,1,1,1,0.5,,0.06040268456375839,1,1,1,1,1
5duoC,5duo,C,p2rank,train,149,21,3,1,1,3,0.417,,0.020134228187919462,1,1,1,1,1
5duoC,5duo,C,ifsitepred,train,149,21,20,1,1,1,0.435,,0.1342281879194631,1,1,1,1,1
5duoC,5duo,C,lacuna,train,149,21,7,1,1,1,0.423,,0.04697986577181208,1,1,1,1,1
5dv9A,5dv9,A,fpocket,train,541,28,31,1,1,1,0.4,,0.05730129390018484,1,1,1,1,1
5dv9A,5dv9,A,p2rank,train,541,28,15,1,1,1,0.346,,0.027726432532347505,1,1,1,1,1
5dv9A,5dv9,A,ifsitepred,train,541,28,22,1,1,2,0.355,,0.04066543438077634,1,1,1,1,1
5dv9A,5dv9,A,lacuna,train,541,28,45,1,1,3,0.326,,0.08317929759704251,1,1,1,1,1
5dzpB,5dzp,B,fpocket,train,349,9,14,1,4,1,0.267,,0.04011461318051576,0,0,1,1,1
5dzpB,5dzp,B,p2rank,train,349,9,4,1,2,1,0.421,,0.011461318051575931,0,1,1,1,1
5dzpB,5dzp,B,ifsitepred,train,349,9,16,1,1,5,0.778,,0.045845272206303724,1,1,1,1,1
